edit_history_tweet_ids,geo,created_at,text,neg,neu,pos,compound,overall_sentiment
['1594487281901244417'],,2022-11-21T00:26:06.000Z,"RT @jaz_jedi: @HamidNST Jangan jadi pemalas.
Org umno sejak semalam dah suruh Zahid letak jawatan, dan kata umno perlu terima keputusan rakâ€¦",0.077,0.771,0.151,0.3204,positive
['1594487229061033985'],,2022-11-21T00:25:54.000Z,pagi! lengang je jalan. ramai mc ke tuuuu? #NotMyPM #PRU15,0,1,0,0,neutral
['1594487139600723968'],,2022-11-21T00:25:32.000Z,"PN supporter logic is:

Losers can be winners, long as we combined with the losers.

#GE15 https://t.co/H05eiTpiMl",0.272,0.52,0.208,-0.3818,negative
['1594495790697050113'],,2022-11-21T00:59:55.000Z,"RT @BernamaTV: 12 pusat pengundian dibuka bagi proses mengundi Parlimen Baram hari ini - SPR 

#PRU15 #AndaPenentu https://t.co/yk00npAUkD",0,1,0,0,neutral
['1594495787005722624'],,2022-11-21T00:59:54.000Z,"RT @hmetromy: #PRU15 #Kuching Suruhanjaya Pilihan Raya Malaysia (SPR) dalam kenyataan, hari ini, memaklumkan pengundian di semua lokasi ituâ€¦",0,1,0,0,neutral
['1594495778600275969'],,2022-11-21T00:59:52.000Z,RT @admharithhh: yeayyy cuti dah keluarrr #GE15 https://t.co/fjKSt4w6Tb,0.146,0.854,0,-0.0516,negative
['1594495771961077761'],,2022-11-21T00:59:50.000Z,Those who go against ph+bn is ok with pn+bn ðŸ¤£ðŸ¤£ðŸ¤£ clowns #GE15 #PRU15 #makewaytomypm,0,0.67,0.33,0.8957,positive
['1594495759172661250'],,2022-11-21T00:59:47.000Z,"RT @fadzrindanial: @lANZAlNAL jangan la salahkan Undi 18, Syed Saddiq yang bentangkan idea Undi 18. Bila budak undi PN, korang panas pulak.â€¦",0,0.922,0.078,0.2584,positive
['1594495698669826048'],,2022-11-21T00:59:33.000Z,#coupedumonde2022 #QatarWorldCup2022 #FIFAWorldCup #BLACKPINKMANILA_BULACAN #BORNPINKINMANILA_BULACAN #TejRan #Ù…Ø­Ù…Ø¯_Ø¨Ù†_Ø³Ù„Ù…Ø§Ù†_ÙÙŠ_Ù‚Ø·Ø± #Ù‚Ø·Ø±_Ø§Ù„Ø§ÙƒÙˆØ§Ø¯ÙˆØ± #DreamersbyJungkook #GE15 https://t.co/xJRx19lNZF,0,1,0,0,neutral
['1594495676863639552'],,2022-11-21T00:59:28.000Z,82 is not a majority I repeat 82 IS NOT A MAJORITY. PH need 112 parliaments seats in order to form a new government. Yes PH got the higher number but still its not a MAJORITY lah cipet. #GE15,0,0.925,0.075,0.25,positive
['1594495654805803010'],,2022-11-21T00:59:23.000Z,RT @budaklikas: Every day we learn something from #PRU15 #GE15 ðŸ‘ðŸ»ðŸ‘ðŸ»,0,1,0,0,neutral
['1594495617858174978'],,2022-11-21T00:59:14.000Z,"RT @seasonalsales4: Reach out to us here ðŸ‘‡ðŸ‘‡ðŸ‘‡
https://t.co/kSUvsSvUx1

#DreamersbyJungkook #Dreamers2022 #DreamerFifa2022 #FIFAWorldCup #FIFâ€¦",0,0.956,0.044,0.0258,neutral
['1594495567928840192'],,2022-11-21T00:59:02.000Z,Dalam kelas MALAYSIA ada seorang top student markah 83 . Tapi 4 org bottom student tak puas hati dan meminta cikgu gabungkan markah tersebut. Lalu bersoraklah mereka berempat #GE15 #PRU15 #MalaysiaMemilih2022 #PH #AnwarMyPM,0.062,0.815,0.122,0.3612,positive
['1594495544067469314'],,2022-11-21T00:58:56.000Z,Terkesan dengan sentimen agama . Sentimen kaum . Padahal Sejarah lain lain semuanya tak ingat.  Kita ingin memajukan negara . Bukan melingkupkan negara #PRU15 #AnwarIbrahim https://t.co/b4w8u2tRc6,0.055,0.806,0.139,0.4363,positive
['1594495491068289024'],,2022-11-21T00:58:44.000Z,"#PRU15 #Kuching Suruhanjaya Pilihan Raya Malaysia (SPR) dalam kenyataan, hari ini, memaklumkan pengundian di semua lokasi itu bermula jam 7.30 pagi hingga 1 tengah hari.

https://t.co/dtAp6wfJQL",0,1,0,0,neutral
['1594495472164831232'],,2022-11-21T00:58:39.000Z,RT @anon_618: Gerakan &amp; DAP sebenar #tolakdap #pru15 #ge15 #tolakPH #siapayangracist #dapsebenar #dap #LKS https://t.co/nBZy1mYC2b,0,1,0,0,neutral
['1594495461406433280'],,2022-11-21T00:58:36.000Z,"RT @elzalyff: Sambil menunggu â€¦ jommm  kita g makan Nasi Lemak Daun Pishang! Gaduh camne pun â€¦ Nasi Lemak jugak korang akan cari nanti !

#â€¦",0,1,0,0,neutral
['1594495434570883072'],,2022-11-21T00:58:30.000Z,"Tetiba budak Twitter, sokong PH celik politik, sokong PN tak tahu apa2 pasal politik.

Dah kalah salahkan pengundi konon tak educated, masa support Undi 18 bukan sebut budak2 tu dah cukup bersedia nak mengundi? Masa kempen kenapa tak buat betul2?

Demokrasi apa tu?

#PRU15 #GE15",0.046,0.755,0.198,0.8334,positive
['1594495403566993408'],,2022-11-21T00:58:23.000Z,RT @syafieqahfauzy: Bangsa Melayu sendiri yang berpecah belah #PRU15 #MatKilau https://t.co/SoYsoqIDIT,0,1,0,0,neutral
['1594495396243705856'],,2022-11-21T00:58:21.000Z,"@anwaribrahim dropping the easter eggâ€¦ reminds us on how @taylorswift13 use to do.. how interesting is this! 

This is General Election (Anwar Version) 

#GE15Malaysia 
#GE15 https://t.co/ZDpC8jUaNz",0,0.893,0.107,0.4574,positive
['1594495393844584449'],,2022-11-21T00:58:20.000Z,"RT @edwardkuruvilla: If Muhyiddin intends to submit SDs from rogue BN MPs supporting PN, Iâ€™m sure Anwar too can submit SDs from rogue GPS/Gâ€¦",0,0.809,0.191,0.6369,positive
['1594495384646471680'],,2022-11-21T00:58:18.000Z,"Today is an important day for Malaysian, everyone woke up for better country today. Inshallah let's stay together united and wait for the great news ðŸ™Œ
#pru15
#AnwarPM10",0,0.683,0.317,0.891,positive
['1594495368779087872'],,2022-11-21T00:58:14.000Z,10th PM of Malaysia? #AnwarIbrahim #MuhyiddinYassin #GE15 #PRU15,0,1,0,0,neutral
['1594495361728806913'],,2022-11-21T00:58:13.000Z,"RT @aliffsulaiman6: Pelik.. depa yang nak undi 18, depa sendiri yang blame undi 18?",0.215,0.785,0,-0.4767,negative
['1594495320339099648'],,2022-11-21T00:58:03.000Z,RT @InfoKongsi: #PRU15 https://t.co/6H3gWaLTK5,0,1,0,0,neutral
['1594495220351401984'],,2022-11-21T00:57:39.000Z,"12 pusat pengundian dibuka bagi proses mengundi Parlimen Baram hari ini - SPR 

#PRU15 #AndaPenentu https://t.co/yk00npAUkD",0,1,0,0,neutral
['1594495201040830465'],,2022-11-21T00:57:34.000Z,"#BHnasional #PRU15 Presiden UMNO dan Pengerusi BN tidak boleh membawa mandat parti tanpa persetujuan MKT UMNO dan Majlis Tertinggi BN - Onn Hafiz

https://t.co/9j2alAIKYZ",0.053,0.832,0.115,0.4468,positive
['1594495099982864384'],,2022-11-21T00:57:10.000Z,"Taksalah.  Kita bagi peluang 5tahun . Lagipun Rakyat telah memilih yang terbaik di #PRU15 

Rakyat berkuasa memilih . Itulah dinamakan #mandatrakyat https://t.co/goBv3ERz9X",0,0.856,0.144,0.6369,positive
['1594495057389768706'],,2022-11-21T00:57:00.000Z,"#GE15 #Malaysiamemilih 
Either way, it'll be PH on 22 Nov 2022. Choose:",0,1,0,0,neutral
['1594495024544518144'],,2022-11-21T00:56:52.000Z,RT @dririshsea: @HanKomMeng Concur that hate speech common in #GE15 campaign across parties. Demonization of others is hurtful and wrong. Sâ€¦,0.341,0.569,0.09,-0.8176,negative
['1594494945351589888'],,2022-11-21T00:56:33.000Z,"RT @SinarOnline: PN yang mempunyai imej bersih yang dapat menarik kepercayaan pengundi. #MalaysiaBerintegriti #PRU15 
https://t.co/yEgF9oZUâ€¦",0,0.698,0.302,0.6369,positive
['1594494915916238848'],,2022-11-21T00:56:26.000Z,"PN yang mempunyai imej bersih yang dapat menarik kepercayaan pengundi. #MalaysiaBerintegriti #PRU15 
https://t.co/yEgF9oZUF8",0,0.658,0.342,0.6369,positive
['1594494870550417408'],,2022-11-21T00:56:16.000Z,RT @Saba94299590: Eritrean &amp; Amhara forces have turned schools into military bases in #Tigray. These forces are rape &amp; killling looting &amp; dâ€¦,0.176,0.824,0,-0.6908,negative
['1594494810794397696'],,2022-11-21T00:56:01.000Z,"Buat malu saje situasi Malaysia di kalangan international. Yang kalah boleh jadi PM. Apa benda ni. Sama lahh macam bossku time, pencuri jadi PM. Ini kali pembunuh 36k jadi PM.  #NotMyPM #pru15 #GE15",0.288,0.645,0.067,-0.8481,negative
['1594494747250331648'],,2022-11-21T00:55:46.000Z,"Can imagine the media headlines for tmr if anwar naik jadi PM

""Penantian berakhir""

""Its finally over""

""Anwar is the PM, here you go""

It will break the internet

#PRU15",0,1,0,0,neutral
['1594494727721693184'],,2022-11-21T00:55:42.000Z,"RT @adhatripleh: If Muhyiddin be PM

Economy : 0%

Race &amp; Religion : 1%

Racist : 99%

KWSP : 100% gone alasan duit bantuan 

So #AnwarIbraâ€¦",0.148,0.852,0,-0.6124,negative
['1594494691252535297'],,2022-11-21T00:55:33.000Z,"RT @Saba94299590: Eritrean &amp;Amhara forces raping a woman one by one for being a #Tigrayan,A child,weakened by hunger, left behind.May we noâ€¦",0.254,0.746,0,-0.7783,negative
['1594494683593539585'],,2022-11-21T00:55:31.000Z,"RT @Saba94299590: The presence of Amhara  &amp; ðŸ‡ªðŸ‡· n forces is escalating the tensions.
Millions are facing violence, rape, &amp; starvation. Ensurâ€¦",0.377,0.623,0,-0.91,negative
['1594503350892236801'],,2022-11-21T01:29:57.000Z,RT @Ginboi27: Praying for a better &amp; brighter future for us fellow Malaysians â¤ï¸ #IstanaNegara #PRU15 #PakatanHarapan #DSAI,0,0.667,0.333,0.7906,positive
['1594503301986340864'],,2022-11-21T01:29:46.000Z,"RT @mamatkidal: Aku rasa la kan, sebagai pengundi PH, kita tak patut diam dengan kempen macamni. Lihat capaian dia tu nohh ratusan ribu.â€¦",0,0.954,0.046,0.0258,neutral
['1594503298714783745'],,2022-11-21T01:29:45.000Z,RT @heliciaaaaa: Tolong lah. DSAI for a change. Hear the majority and give them a ruling chance. What's there to loose? We've already beenâ€¦,0.087,0.837,0.076,-0.0772,negative
['1594503223439941632'],,2022-11-21T01:29:27.000Z,Dah ad keluar statistik ke undi 18 ni ad prone to mana2 party? https://t.co/mYw97zYyJa,0,1,0,0,neutral
['1594503207052775426'],,2022-11-21T01:29:23.000Z,"BN perlu terima hakikat kekalahan berpunca daripada rancangan mereka mahu adakan PRU15 yang tidak kemas. - Hisommudin 
#MalaysiaBerintegriti #PRU15 
https://t.co/SzB4t6CNIr",0.102,0.712,0.186,0.3612,positive
['1594503198655774723'],,2022-11-21T01:29:21.000Z,Weâ€™re witnessing the rise of young Malaysiansâ€™ political awarenessðŸ¥² #GE15,0,1,0,0,neutral
['1594503168255094784'],,2022-11-21T01:29:14.000Z,"Penantian itu satu penyiksaan..

PRU kalini memang mencabar untuk rakyat Malaysia, agak-agak siapa yang bakal menjadi PM kita..? 

#TrendingNow #PRU15 #MalaysiaMemilih2022 #seraimas https://t.co/3jhib8UVxn",0.142,0.8,0.058,-0.5106,negative
['1594503154426851328'],,2022-11-21T01:29:11.000Z,"RT @NZakiahAbdullah: Normal lah time2 election orang unfollow kau kat media sosial. Sebabnya tak sekapal/seideologi. Esok2 dah reda, dia naâ€¦",0,1,0,0,neutral
['1594503123858751488'],,2022-11-21T01:29:03.000Z,Alhamdulillah. Pengundi Malaysia telah menjalankan tugas memilih calon wakil rakyat masing2 ke Parlimen. Ada calon yg menang ada yg kalah. Jadi kita serah kepada yang menang jalankan tugas mrk dgn penuh tanggungjawab pulak. Tugas kita skrg doakan kebaikan utk semua &amp; be happy â¤ï¸.,0,0.659,0.341,0.9559,positive
['1594503094326685697'],,2022-11-21T01:28:56.000Z,"RT @Media_Selangor: Lebih 24 jam Parlimen tergantung kerana tiada gabungan parti yang memperoleh majoriti mudah dalam #PRU15, adakah kerajaâ€¦",0.106,0.894,0,-0.3089,negative
['1594503090551820288'],,2022-11-21T01:28:55.000Z,"If BN-PH, konfem2 la Zahid dpt jdi menteri yg berportfolio tinggi. Dah sah2 BN nak gabung dgn PH jdi pnca PH dpt jdi gov #PRU15 #TolakZahid",0,0.919,0.081,0.296,positive
['1594503076723167234'],,2022-11-21T01:28:52.000Z,"For once I agree with the voices calling for cuti umum. We are a nation in mourning. The least you could do after stealing our country and silencing our voices is give us time to grieve the fall of our democracy.
#PRU15",0.213,0.737,0.05,-0.802,negative
['1594502947953512448'],,2022-11-21T01:28:21.000Z,"RT @iamyogib: Tired, confused, shocked all at once is #PRU15. Malaysia ðŸ‡²ðŸ‡¾ is home for all of us. Stay united good rakyat, do not give in toâ€¦",0.213,0.625,0.162,-0.2023,negative
['1594502840441262080'],,2022-11-21T01:27:56.000Z,"RT @jojotcl: The moment you involve race and religion into politics, you are #NotMyPM

It's horrifying to watch people idolise the same perâ€¦",0.144,0.856,0,-0.5719,negative
['1594502838314360833'],,2022-11-21T01:27:55.000Z,"#ICYMI #BuletinBernama : YDP Agong titah parti-parti politik kemuka gabungan dipersetujui, calon PM sebelum 2 petang Isnin

https://t.co/QX8PCQUDYi

#PRU15",0,1,0,0,neutral
['1594502740943994880'],,2022-11-21T01:27:32.000Z,RT @jsadiq: ðŸ‡²ðŸ‡¾ nowhere near anywhere anytime soon. 2pm might stretch... #GE15,0,1,0,0,neutral
['1594502725676503041'],,2022-11-21T01:27:28.000Z,RT @SinarOnline: Negara memerlukan lebih ramai lagi orang seperti ini yang mahu berkhidmat pada rakyat tanpa harapkan pangkat. #MalaysiaBerâ€¦,0,0.852,0.148,0.4173,positive
['1594502697293873155'],,2022-11-21T01:27:22.000Z,"Negara memerlukan lebih ramai lagi orang seperti ini yang mahu berkhidmat pada rakyat tanpa harapkan pangkat. #MalaysiaBerintegriti #PRU15
https://t.co/OKeuGiIxax",0,0.852,0.148,0.4173,positive
['1594502694286548993'],,2022-11-21T01:27:21.000Z,"Anwar Ibrahim hidding his trump card and revealing it at the last minute, winning and becoming the 10th prime minister of MalaysiaðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ
#PRU15KitaJagaKita 
#PRU15
#PakatanHarapan https://t.co/HUFxZ7hgUN",0,0.423,0.577,0.9862,positive
['1594502680197574656'],,2022-11-21T01:27:18.000Z,Selamat pagi dunia tipuÂ². Harini pukul2 petang kita akan tahu siapa PM10 Kita. Everyone ready ke tu? #DSAI #PRU15 #AnwarIbrahim,0,0.748,0.252,0.6597,positive
['1594502623201464320'],,2022-11-21T01:27:04.000Z,"RT @SinarOnline: ""Ahmad Zahid perlu segera meletakkan jawatan dan bukannya berunding dengan PH untuk membentuk kerajaan."" - Onn Hafiz
#Malaâ€¦",0.124,0.876,0,-0.34,negative
['1594502595212906498'],,2022-11-21T01:26:57.000Z,A plea to our Malaysian politicians post #GE15 https://t.co/mQccWSFTMt,0,1,0,0,neutral
['1594502572026761222'],,2022-11-21T01:26:52.000Z,"The UMNO rhetoric is one of anti DAP. 

But what they fail to see is, the biggest enemy they face is the one within.

#GE15",0.336,0.664,0,-0.9032,negative
['1594502566867763201'],,2022-11-21T01:26:51.000Z,"#GE15: 12 polling stations open today for #Baram parliamentary seat â€“ EC

#PRU15 #TMRNews",0,1,0,0,neutral
['1594502540648804352'],,2022-11-21T01:26:44.000Z,"#BuletinBernama : Transformasi parti diperlukan

https://t.co/WARSucvKMP

#PRU15",0,0.69,0.31,0.4019,positive
['1594502469413134336'],,2022-11-21T01:26:27.000Z,"RT @EmirSHendry: Can imagine the media headlines for tmr if anwar naik jadi PM

""Penantian berakhir""

""Its finally over""

""Anwar is the PM,â€¦",0,1,0,0,neutral
['1594502468729118720'],,2022-11-21T01:26:27.000Z,"RT @hmetromy: #PRU15 #KualaLumpur Difahamkan, perjumpaan akan berlangsung 10 pagi ini.

https://t.co/nhlzNkokFR",0,1,0,0,neutral
['1594502430061838338'],,2022-11-21T01:26:18.000Z,"#PRU15 #Anwar #Zahid #DAP #UMNO
How it started:              How it's going: https://t.co/ElgPhKdAXQ",0,1,0,0,neutral
['1594502401188196352'],,2022-11-21T01:26:11.000Z,"Why tf wasted peoples time, energy and hope to cast the vote if this is going to be govt's favoritism?? #PRU15 #PRU15KitaJagaKita",0.113,0.637,0.25,0.4329,positive
['1594502365230510082'],,2022-11-21T01:26:02.000Z,"@NITIAayog @paramiyer_ @PMOIndia @narendramodi @suman_bery @Rao_InderjitS @AIMtoInnovate @DrChintan_V @PIB_India @MIB_India @UIDAI @ceo_uidai @Aadhaar_Care @GoI_MeitY 
@jagograhakjago
https://t.co/kypmPwYhiv
#FIFAWorldCup #DreamersbyJungkook #QatarWorldCup2022 #JUNGKOOKxFIFA #benderslikeBeckham #FIFAWorldCup #Dreamers2022 #JusticeForBafanaSithole #DreamersbyJungkook #JungkookAtFIFAWorldCup #GE15 #Ind https://t.co/b0CDXLq3Yi",0,1,0,0,neutral
['1594510887414812673'],,2022-11-21T01:59:54.000Z,#PRU15 #GE15Malaysia https://t.co/XX9VOdGk5N,0,1,0,0,neutral
['1594510870188412928'],,2022-11-21T01:59:50.000Z,"By right winner take all.. Winner will call others for collusion not the loser.. Minority should sit down quietly waiting for invitation
#DSAIPM10 #DSAI #PRU15 #PRU15KitaJagaKita https://t.co/PkgC8fXUgZ",0,0.698,0.302,0.8854,positive
['1594510851612250112'],,2022-11-21T01:59:46.000Z,"RT @MalaysiaGazette: Datuk Ahmad Maslan mengesahkan 30 Ahli Parlimen BN akan mengadakan perjumpaan dengan pengerusinya, Datuk Seri Dr Ahmadâ€¦",0,1,0,0,neutral
['1594510803670999041'],,2022-11-21T01:59:34.000Z,"RT @politweetorg: More Stats Summaries for Peninsular Malaysia, #GE14 vs #GE15:
Number of Votes by Urban Dev. Category
Share of Vote by Urbâ€¦",0,0.857,0.143,0.3612,positive
['1594510766153273344'],,2022-11-21T01:59:25.000Z,RT @politweetorg: How Pakatan Harapan+MUDA's votes in Peninsular Malaysia are divided #PRU15 #GE15 #MalaysiaMemilih #KitaBoleh #PilihanMalaâ€¦,0,1,0,0,neutral
['1594510755566845955'],,2022-11-21T01:59:23.000Z,"RT @MalaysiaGazette: Pengerusi Badan Perhubungan UMNO Sabah, Datuk Bung Mokhtar Radin tiba di Hotel Seri Pasific kira-kira jam 9.46 pagi taâ€¦",0,1,0,0,neutral
['1594510753725177856'],,2022-11-21T01:59:22.000Z,"RT @MalaysiaGazette: Presiden Amanah, Mohamad Sabu yang tiba di Hotel Seri Pasific kira-kira jam 9.35 pagi enggan menjawab pertanyaan mediaâ€¦",0.108,0.76,0.132,0.1531,positive
['1594510704979365888'],,2022-11-21T01:59:11.000Z,RT @hmetromy: #PRU15 #AlorSetar Pengerusi PN Tan Sri Muhyiddin Yassin dijangka akan mengangkat sumpah sebagai Perdana Menteri Malaysia yangâ€¦,0,1,0,0,neutral
['1594510702735110144'],,2022-11-21T01:59:10.000Z,#PRU15 - Parlimen tergantung beri kesan buruk kepada ekonomi dan keyakinan pelabur. https://t.co/t8B9yQZi0G,0,0.769,0.231,0.5106,positive
['1594510615540011013'],,2022-11-21T01:58:49.000Z,"RT @NatalieTH0211: Anwar Ibrahim hidding his trump card and revealing it at the last minute, winning and becoming the 10th prime minister oâ€¦",0,0.866,0.134,0.5267,positive
['1594510589744754688'],,2022-11-21T01:58:43.000Z,"RT @MalaysiaGazette: Ahli Parlimen Cameron Highlands, Datuk Ramli Mohd Nor yang tiba di Hotel Seri Pasific kira-kira jam 9.46 pagi enggan mâ€¦",0.105,0.895,0,-0.4019,negative
['1594510568941326336'],,2022-11-21T01:58:38.000Z,"RT @vick_qi: Next time no need to have election ...
Just have a meeting among all the party leaders and choose the pm 

Democracy la konon.â€¦",0.076,0.83,0.093,0.128,positive
['1594510567372623872'],,2022-11-21T01:58:38.000Z,"#PRU15 #AlorSetar Pengerusi PN Tan Sri Muhyiddin Yassin dijangka akan mengangkat sumpah sebagai Perdana Menteri Malaysia yang ke-10 pada 4 petang - Muhammad Sanusi.

https://t.co/qSMLYreuTI",0,1,0,0,neutral
['1594510560799821824'],,2022-11-21T01:58:36.000Z,"RT @MalaysiaGazette: Ahli Parlimen Lenggong, Datuk Seri Shamsul Anuar Nasarah tiba di Hotel Seri Pasific kira-kira jam 9.55 pagi hanya mendâ€¦",0,1,0,0,neutral
['1594510547864543232'],,2022-11-21T01:58:33.000Z,"Post #GE15 Prediction (Based of Sheraton Move &amp; Peristiwa 16 Ogos 2021)

1) 21/11/2022 (By 2pm)
- Istana will get submission from TSMY &amp; DSAI 

1) 21/11/2022 (By 2pm)
- Istana will get submission from TSMY &amp; DSAI",0,1,0,0,neutral
['1594510542269345793'],,2022-11-21T01:58:32.000Z,"å·«ç»Ÿæœ€é«˜ç†äº‹æ³•éƒ½å·´é‡Œè¡¨ç¤ºï¼ŒçŽ»å·žå·«ç»Ÿå°Šé‡ä½œä¸ºé¢†è¢–çš„é˜¿æœ«æ‰Žå¸Œï¼Œä½†æ˜¯ä»–å¿…é¡»ä¸ºæ­¤æ¬¡è´¥é€‰è´Ÿè´£ä»»ï¼Œå½·æ•ˆçº³å‰å½“å¹´çš„åšæ³•ã€‚
#å·«ç»Ÿ #GE15 #PRU15 #election #å…¨å›½å¤§é€‰
https://t.co/KzpI11RCtQ https://t.co/sKoIrcUd41",0.099,0.764,0.138,-0.1027,negative
['1594510458152943616'],,2022-11-21T01:58:12.000Z,"Blasphemous, really. Why is the losing team winning. And the winning teams up with the loser. #GE15",0.233,0.504,0.264,0.2023,positive
['1594510416549269504'],,2022-11-21T01:58:02.000Z,RT @MalaysiaGazette: Naib Presiden UMNO Datuk Seri Khaled Nordin tiba di Hotel Seri Pasific kira-kira jam 9.45 pagi bagi menghadiri perjumpâ€¦,0,1,0,0,neutral
['1594510360333418496'],,2022-11-21T01:57:49.000Z,"RT @mutttaqinn: By 2PM today, Istana Negara will receive several PM candidate names from the coalition with the biggest numbers. Yesterday,â€¦",0,1,0,0,neutral
['1594510306977677314'],,2022-11-21T01:57:36.000Z,"RT @Elill_E: Good morning Malaysia! 

ðŸ”´A meeting between some Barisan Nasional and Pakatan Harapan leaders is believed to be held at the Seâ€¦",0,0.878,0.122,0.4926,positive
['1594510298970742785'],,2022-11-21T01:57:34.000Z,RT @aminmubarak_: Concern ramai orang tentang keadaan undi 18 dan undi mereka bukannya bubble dan omong kosong. Kurang pendedahan dengan peâ€¦,0,1,0,0,neutral
['1594510279022608385'],,2022-11-21T01:57:29.000Z,"Ahli Parlimen Lenggong, Datuk Seri Shamsul Anuar Nasarah tiba di Hotel Seri Pasific kira-kira jam 9.55 pagi hanya mendiamkan diri apabila ditanya tentang perjumpaan 30 Ahli Parlimen BN pagi ini.

#MalaysiaGazette #PRU15 #GE15 #MGPRU15 #RakyatMemilih #MGNews https://t.co/DPcnJ0Q2RW",0,1,0,0,neutral
['1594510276249800704'],,2022-11-21T01:57:29.000Z,#PRU15 #PRU15KitaJagaKita https://t.co/AfgRqksYpB,0,1,0,0,neutral
['1594518447245135872'],,2022-11-21T02:29:57.000Z,"RT @bernamaradio: ðŸ“Œ Presiden parti berhak membuat keputusan untuk kebaikan parti mengikut perlembagaan 

ðŸ“Œ Semua calon BN telah menandatangâ€¦",0,0.743,0.257,0.8074,positive
['1594518415342915585'],,2022-11-21T02:29:49.000Z,"RT @bharianmy: #BHnasional #PRU15 PRU15: Zahid, Ismail Sabri hadir pertemuan BN, PH

https://t.co/l60KX9Azkq",0,1,0,0,neutral
['1594518387853778944'],,2022-11-21T02:29:43.000Z,"Currently working but my mind is not in the officeðŸ˜‚ keep thinking who will be the next PM.. gosh.. kenapa tak umum cuti je hari ni dulu.. badly wanna know the result

Keep scrolling twitter.. satu keje pn tak jalan niðŸ˜‚ habislaa aku

#PRU15 #MalaysiaMemilih2022",0.128,0.722,0.15,0.5499,positive
['1594518374977269760'],,2022-11-21T02:29:39.000Z,"I know some people are not happy with the #PRU15 result, but some of the tweets they posted, are worrying.

Insulting others ""berambus balik negeri kau"" just because you are not happy with their choice, or even joking ""aku nak apply citizenship negara lain"" is no light matters.",0.285,0.676,0.039,-0.932,negative
['1594518360225894400'],,2022-11-21T02:29:36.000Z,"RT @itik_rendang: PH supporters be like:

Salah Melayu. Salah Kelantan. Salah Terengganu. Salah Undi 18. Salah orang kampung. Salah orang yâ€¦",0.122,0.667,0.212,0.3182,positive
['1594518347390951424'],,2022-11-21T02:29:33.000Z,"RT @BernamaTV: #PRU15: Kenderaan membawa Datuk Seri Anwar Ibrahim keluar dari kediamannya pukul 10.04 pagi. Ketika ditanya tujuan, beliau hâ€¦",0,1,0,0,neutral
['1594518336762970112'],,2022-11-21T02:29:30.000Z,Soâ€¦ do we get a public holiday once the new PM is appointed? #PRU15,0,0.828,0.172,0.4019,positive
['1594518305418592256'],,2022-11-21T02:29:23.000Z,"Kalau PH bergabung dengan BN untuk bentuk kerajaan pasca #PRU15, seperti api bercampur air. Bila bercampur, terhasillah asap. Asap tak elok untuk dihidu, tapi orang kita tetap juga merokok. Jadi, sayangilah diri anda dan berhenti merokok.",0.037,0.8,0.163,0.7812,positive
['1594518294643736577'],,2022-11-21T02:29:20.000Z,"#BHnasional #PRU15 PRU15: Zahid, Ismail Sabri hadir pertemuan BN, PH

https://t.co/l60KX9Azkq",0,1,0,0,neutral
['1594518254763921414'],,2022-11-21T02:29:11.000Z,"Guys..
For the next five years, do we still voting at same parliment?
How to change the location of voting ya?
Like example, im staying at KL dah lama. But auto registered for voting ikut ic masa i stay Klang (Selangor)
Tak memasal kena pegi undi sanaðŸ˜…
Help! #GE15 #PRU15",0,0.847,0.153,0.8482,positive
['1594518253220425728'],,2022-11-21T02:29:10.000Z,RT @NewsBFM: Polling for P.220 Baram will be held today (21 Nov) after it was suspended on Saturday (19 Nov) due to unfavourable weather coâ€¦,0.114,0.886,0,-0.4767,negative
['1594518231553040384'],,2022-11-21T02:29:05.000Z,"RT @MalaysiaGazette: Timbalan Presiden MIC, Datuk Seri M. Saravanan tiba di Hotel Seri Pasific kira-kira jam 10.22 pagi ini.

#MalaysiaGazeâ€¦",0,1,0,0,neutral
['1594518214511190017'],,2022-11-21T02:29:01.000Z,"RT @NST_Online: #NSTbusiness At 9 am, the local note slid 290 basis points (bps) to 4.5780/5880 against the US dollar from Thursday's closeâ€¦",0,1,0,0,neutral
['1594518190222348288'],,2022-11-21T02:28:55.000Z,"RT @xiaohaziq: Betul ke ni salah satu sebab ramai nak ph menang, sorry tanya je #PRU15 https://t.co/YUowQJHRjt",0.062,0.758,0.18,0.5423,positive
['1594518149038497792'],,2022-11-21T02:28:46.000Z,"RT @MalaysiaGazette: Ahli Parlimen Paya Besar, Datuk Shahar Abdullah bertindak kunci mulut sebaik sahaja beliau tiba di Hotel Seri Pasificâ€¦",0,1,0,0,neutral
['1594518135553822720'],,2022-11-21T02:28:42.000Z,"Tapi apa yg kita harapkan dan rasakan terbaik belum tentu sama dgn apa yg sebenarnya terjadi kan ðŸ˜š

Tuhan je yg paling tahu. Kita skrg tinggal doa nk dpt Kerajaan yg lebih baik

#GE15Malaysia 
#PRU15",0,0.616,0.384,0.9705,positive
['1594518128318631936'],,2022-11-21T02:28:41.000Z,"Malaysian politic is such a dilemma. Stick to principles and be oppo sampai Abang Jamil mampos, or strike a deal with the very entity you established to fightâ€¦ The biggest loser of this GE wins either way haih. Real loser? Us? #GE15",0.203,0.725,0.072,-0.6868,negative
